case_id,activity,timestamp,label
31,K6,2022-08-19 02:06:56,1
31,K8,2022-08-19 02:07:56,1
32,K1,2022-08-19 02:08:56,1
32,K6,2022-08-19 02:09:56,1
32,K9,2022-08-19 02:10:56,1
33,K1,2022-08-19 02:11:56,1
33,K6,2022-08-19 02:12:56,1
33,K8,2022-08-19 02:13:56,1
34,K1,2022-08-19 02:14:56,1
34,K6,2022-08-19 02:15:56,1
34,K9,2022-08-19 02:16:56,1
35,K1,2022-08-19 02:17:56,1
35,K2,2022-08-19 02:18:56,1
35,K4,2022-08-19 02:19:56,1
35,K5,2022-08-19 02:20:56,1
35,K4,2022-08-19 02:21:56,1
35,K5,2022-08-19 02:22:56,1
35,K4,2022-08-19 02:23:56,1
35,K3,2022-08-19 02:24:56,1
35,K5,2022-08-19 02:25:56,1
35,K4,2022-08-19 02:26:56,1
35,K5,2022-08-19 02:27:56,1
35,K4,2022-08-19 02:28:56,1
35,K7,2022-08-19 02:29:56,1
35,K8,2022-08-19 02:30:56,1
36,K1,2022-08-19 02:31:56,1
36,K6,2022-08-19 02:32:56,1
36,K9,2022-08-19 02:33:56,1
37,K1,2022-08-19 02:34:56,1
37,K6,2022-08-19 02:35:56,1
37,K8,2022-08-19 02:36:56,1
38,K1,2022-08-19 02:37:56,1
38,K2,2022-08-19 02:38:56,1
38,K3,2022-08-19 02:39:56,1
38,K4,2022-08-19 02:40:56,1
38,K5,2022-08-19 02:41:56,1
38,K4,2022-08-19 02:42:56,1
38,K7,2022-08-19 02:43:56,1
38,K8,2022-08-19 02:44:56,1
39,K1,2022-08-19 02:45:56,1
39,K2,2022-08-19 02:46:56,1
39,K4,2022-08-19 02:47:56,1
39,K5,2022-08-19 02:48:56,1
39,K4,2022-08-19 02:49:56,1
39,K5,2022-08-19 02:50:56,1
39,K4,2022-08-19 02:51:56,1
39,K5,2022-08-19 02:52:56,1
39,K3,2022-08-19 02:53:56,1
39,K4,2022-08-19 02:54:56,1
39,K5,2022-08-19 02:55:56,1
39,K4,2022-08-19 02:56:56,1
39,K7,2022-08-19 02:57:56,1
39,K9,2022-08-19 02:58:56,1
40,K1,2022-08-19 02:59:56,1
40,K2,2022-08-19 03:00:56,1
40,K4,2022-08-19 03:01:56,1
40,K5,2022-08-19 03:02:56,1
40,K4,2022-08-19 03:03:56,1
40,K5,2022-08-19 03:04:56,1
40,K4,2022-08-19 03:05:56,1
40,K5,2022-08-19 03:06:56,1
40,K4,2022-08-19 03:07:56,1
40,K5,2022-08-19 03:08:56,1
40,K4,2022-08-19 03:09:56,1
40,K5,2022-08-19 03:10:56,1
40,K4,2022-08-19 03:11:56,1
40,K5,2022-08-19 03:12:56,1
40,K4,2022-08-19 03:13:56,1
40,K3,2022-08-19 03:14:56,1
40,K7,2022-08-19 03:15:56,1
40,K9,2022-08-19 03:16:56,1
41,K1,2022-08-19 03:17:56,1
41,K2,2022-08-19 03:18:56,1
41,K4,2022-08-19 03:19:56,1
41,K5,2022-08-19 03:20:56,1
41,K4,2022-08-19 03:21:56,1
41,K3,2022-08-19 03:22:56,1
41,K7,2022-08-19 03:23:56,1
41,K8,2022-08-19 03:24:56,1
42,K1,2022-08-19 03:25:56,1
42,K6,2022-08-19 03:26:56,1
42,K9,2022-08-19 03:27:56,1
43,K1,2022-08-19 03:28:56,1
43,K6,2022-08-19 03:29:56,1
43,K8,2022-08-19 03:30:56,1
44,K1,2022-08-19 03:31:56,1
44,K2,2022-08-19 03:32:56,1
44,K4,2022-08-19 03:33:56,1
44,K3,2022-08-19 03:34:56,1
44,K5,2022-08-19 03:35:56,1
44,K4,2022-08-19 03:36:56,1
44,K7,2022-08-19 03:37:56,1
44,K9,2022-08-19 03:38:56,1
45,K1,2022-08-19 03:39:56,1
45,K6,2022-08-19 03:40:56,1
45,K8,2022-08-19 03:41:56,1
46,K1,2022-08-19 03:42:56,1
46,K2,2022-08-19 03:43:56,1
46,K4,2022-08-19 03:44:56,1
46,K5,2022-08-19 03:45:56,1
46,K4,2022-08-19 03:46:56,1
46,K5,2022-08-19 03:47:56,1
46,K4,2022-08-19 03:48:56,1
46,K5,2022-08-19 03:49:56,1
46,K4,2022-08-19 03:50:56,1
46,K5,2022-08-19 03:51:56,1
46,K3,2022-08-19 03:52:56,1
46,K4,2022-08-19 03:53:56,1
46,K5,2022-08-19 03:54:56,1
46,K4,2022-08-19 03:55:56,1
46,K7,2022-08-19 03:56:56,1
46,K8,2022-08-19 03:57:56,1
47,K1,2022-08-19 03:58:56,1
47,K6,2022-08-19 03:59:56,1
47,K9,2022-08-19 04:00:56,1
48,K1,2022-08-19 04:01:56,1
48,K6,2022-08-19 04:02:56,1
48,K9,2022-08-19 04:03:56,1
49,K1,2022-08-19 04:04:56,1
49,K2,2022-08-19 04:05:56,1
49,K3,2022-08-19 04:06:56,1
49,K4,2022-08-19 04:07:56,1
49,K5,2022-08-19 04:08:56,1
49,K4,2022-08-19 04:09:56,1
49,K5,2022-08-19 04:10:56,1
49,K4,2022-08-19 04:11:56,1
49,K5,2022-08-19 04:12:56,1
49,K4,2022-08-19 04:13:56,1
49,K5,2022-08-19 04:14:56,1
49,K4,2022-08-19 04:15:56,1
49,K7,2022-08-19 04:16:56,1
49,K9,2022-08-19 04:17:56,1
50,K1,2022-08-19 04:18:56,1
50,K6,2022-08-19 04:19:56,1
50,K8,2022-08-19 04:20:56,1
51,K1,2022-08-19 04:21:56,1
51,K6,2022-08-19 04:22:56,1
51,K8,2022-08-19 04:23:56,1
52,K1,2022-08-19 04:24:56,1
52,K6,2022-08-19 04:25:56,1
52,K8,2022-08-19 04:26:56,1
53,K1,2022-08-19 04:27:56,1
53,K6,2022-08-19 04:28:56,1
53,K8,2022-08-19 04:29:56,1
54,K1,2022-08-19 04:30:56,1
54,K2,2022-08-19 04:31:56,1
54,K4,2022-08-19 04:32:56,1
54,K5,2022-08-19 04:33:56,1
54,K4,2022-08-19 04:34:56,1
54,K3,2022-08-19 04:35:56,1
54,K5,2022-08-19 04:36:56,1
54,K4,2022-08-19 04:37:56,1
54,K5,2022-08-19 04:38:56,1
54,K4,2022-08-19 04:39:56,1
54,K5,2022-08-19 04:40:56,1
54,K4,2022-08-19 04:41:56,1
54,K5,2022-08-19 04:42:56,1
54,K4,2022-08-19 04:43:56,1
54,K5,2022-08-19 04:44:56,1
54,K4,2022-08-19 04:45:56,1
54,K7,2022-08-19 04:46:56,1
54,K9,2022-08-19 04:47:56,1
55,K1,2022-08-19 04:48:56,1
55,K2,2022-08-19 04:49:56,1
55,K4,2022-08-19 04:50:56,1
55,K5,2022-08-19 04:51:56,1
55,K3,2022-08-19 04:52:56,1
55,K4,2022-08-19 04:53:56,1
55,K5,2022-08-19 04:54:56,1
55,K4,2022-08-19 04:55:56,1
55,K5,2022-08-19 04:56:56,1
55,K4,2022-08-19 04:57:56,1
55,K5,2022-08-19 04:58:56,1
55,K4,2022-08-19 04:59:56,1
55,K7,2022-08-19 05:00:56,1
55,K8,2022-08-19 05:01:56,1
56,K1,2022-08-19 05:02:56,1
56,K2,2022-08-19 05:03:56,1
56,K4,2022-08-19 05:04:56,1
56,K3,2022-08-19 05:05:56,1
56,K5,2022-08-19 05:06:56,1
56,K4,2022-08-19 05:07:56,1
56,K5,2022-08-19 05:08:56,1
56,K4,2022-08-19 05:09:56,1
56,K5,2022-08-19 05:10:56,1
56,K4,2022-08-19 05:11:56,1
56,K7,2022-08-19 05:12:56,1
56,K9,2022-08-19 05:13:56,1
57,K1,2022-08-19 05:14:56,1
57,K2,2022-08-19 05:15:56,1
57,K4,2022-08-19 05:16:56,1
57,K5,2022-08-19 05:17:56,1
57,K4,2022-08-19 05:18:56,1
57,K5,2022-08-19 05:19:56,1
57,K4,2022-08-19 05:20:56,1
57,K5,2022-08-19 05:21:56,1
57,K4,2022-08-19 05:22:56,1
57,K5,2022-08-19 05:23:56,1
57,K4,2022-08-19 05:24:56,1
57,K5,2022-08-19 05:25:56,1
57,K3,2022-08-19 05:26:56,1
57,K4,2022-08-19 05:27:56,1
57,K7,2022-08-19 05:28:56,1
57,K8,2022-08-19 05:29:56,1
58,K1,2022-08-19 05:30:56,1
58,K2,2022-08-19 05:31:56,1
58,K3,2022-08-19 05:32:56,1
58,K4,2022-08-19 05:33:56,1
58,K5,2022-08-19 05:34:56,1
58,K4,2022-08-19 05:35:56,1
58,K7,2022-08-19 05:36:56,1
58,K9,2022-08-19 05:37:56,1
59,K1,2022-08-19 05:38:56,1
59,K2,2022-08-19 05:39:56,1
59,K4,2022-08-19 05:40:56,1
59,K5,2022-08-19 05:41:56,1
59,K3,2022-08-19 05:42:56,1
59,K4,2022-08-19 05:43:56,1
59,K5,2022-08-19 05:44:56,1
59,K4,2022-08-19 05:45:56,1
59,K5,2022-08-19 05:46:56,1
59,K4,2022-08-19 05:47:56,1
59,K5,2022-08-19 05:48:56,1
59,K4,2022-08-19 05:49:56,1
59,K5,2022-08-19 05:50:56,1
59,K4,2022-08-19 05:51:56,1
59,K5,2022-08-19 05:52:56,1
59,K4,2022-08-19 05:53:56,1
59,K7,2022-08-19 05:54:56,1
59,K8,2022-08-19 05:55:56,1
60,K1,2022-08-19 05:56:56,1
60,K6,2022-08-19 05:57:56,1
60,K9,2022-08-19 05:58:56,1
61,K1,2022-08-19 05:59:56,1
61,K2,2022-08-19 06:00:56,1
61,K4,2022-08-19 06:01:56,1
61,K5,2022-08-19 06:02:56,1
61,K4,2022-08-19 06:03:56,1
61,K3,2022-08-19 06:04:56,1
61,K5,2022-08-19 06:05:56,1
61,K4,2022-08-19 06:06:56,1
61,K7,2022-08-19 06:07:56,1
61,K8,2022-08-19 06:08:56,1
62,K1,2022-08-19 06:09:56,1
62,K2,2022-08-19 06:10:56,1
62,K4,2022-08-19 06:11:56,1
62,K3,2022-08-19 06:12:56,1
62,K5,2022-08-19 06:13:56,1
62,K4,2022-08-19 06:14:56,1
62,K5,2022-08-19 06:15:56,1
62,K4,2022-08-19 06:16:56,1
62,K5,2022-08-19 06:17:56,1
62,K4,2022-08-19 06:18:56,1
62,K5,2022-08-19 06:19:56,1
62,K4,2022-08-19 06:20:56,1
62,K5,2022-08-19 06:21:56,1
62,K4,2022-08-19 06:22:56,1
62,K5,2022-08-19 06:23:56,1
62,K4,2022-08-19 06:24:56,1
62,K7,2022-08-19 06:25:56,1
62,K8,2022-08-19 06:26:56,1
63,K1,2022-08-19 06:27:56,1
63,K2,2022-08-19 06:28:56,1
63,K4,2022-08-19 06:29:56,1
63,K5,2022-08-19 06:30:56,1
63,K4,2022-08-19 06:31:56,1
63,K3,2022-08-19 06:32:56,1
63,K7,2022-08-19 06:33:56,1
63,K8,2022-08-19 06:34:56,1
64,K1,2022-08-19 06:35:56,1
64,K2,2022-08-19 06:36:56,1
64,K4,2022-08-19 06:37:56,1
64,K5,2022-08-19 06:38:56,1
64,K4,2022-08-19 06:39:56,1
64,K3,2022-08-19 06:40:56,1
64,K5,2022-08-19 06:41:56,1
64,K4,2022-08-19 06:42:56,1
64,K5,2022-08-19 06:43:56,1
64,K4,2022-08-19 06:44:56,1
64,K7,2022-08-19 06:45:56,1
64,K9,2022-08-19 06:46:56,1
65,K1,2022-08-19 06:47:56,1
65,K6,2022-08-19 06:48:56,1
65,K9,2022-08-19 06:49:56,1
66,K1,2022-08-19 06:50:56,1
66,K6,2022-08-19 06:51:56,1
66,K8,2022-08-19 06:52:56,1
67,K1,2022-08-19 06:53:56,1
67,K2,2022-08-19 06:54:56,1
67,K4,2022-08-19 06:55:56,1
67,K5,2022-08-19 06:56:56,1
67,K4,2022-08-19 06:57:56,1
67,K5,2022-08-19 06:58:56,1
67,K4,2022-08-19 06:59:56,1
67,K3,2022-08-19 07:00:56,1
67,K7,2022-08-19 07:01:56,1
67,K8,2022-08-19 07:02:56,1
68,K1,2022-08-19 07:03:56,1
68,K6,2022-08-19 07:04:56,1
68,K9,2022-08-19 07:05:56,1
69,K1,2022-08-19 07:06:56,1
69,K6,2022-08-19 07:07:56,1
69,K9,2022-08-19 07:08:56,1
70,K1,2022-08-19 07:09:56,1
70,K6,2022-08-19 07:10:56,1
70,K8,2022-08-19 07:11:56,1
71,K1,2022-08-19 07:12:56,1
71,K6,2022-08-19 07:13:56,1
71,K8,2022-08-19 07:14:56,1
72,K1,2022-08-19 07:15:56,1
72,K2,2022-08-19 07:16:56,1
72,K4,2022-08-19 07:17:56,1
72,K5,2022-08-19 07:18:56,1
72,K4,2022-08-19 07:19:56,1
72,K5,2022-08-19 07:20:56,1
72,K4,2022-08-19 07:21:56,1
72,K5,2022-08-19 07:22:56,1
72,K4,2022-08-19 07:23:56,1
72,K3,2022-08-19 07:24:56,1
72,K5,2022-08-19 07:25:56,1
72,K4,2022-08-19 07:26:56,1
72,K5,2022-08-19 07:27:56,1
72,K4,2022-08-19 07:28:56,1
72,K7,2022-08-19 07:29:56,1
72,K8,2022-08-19 07:30:56,1
73,K1,2022-08-19 07:31:56,1
73,K2,2022-08-19 07:32:56,1
73,K4,2022-08-19 07:33:56,1
73,K3,2022-08-19 07:34:56,1
73,K5,2022-08-19 07:35:56,1
73,K4,2022-08-19 07:36:56,1
73,K5,2022-08-19 07:37:56,1
73,K4,2022-08-19 07:38:56,1
73,K5,2022-08-19 07:39:56,1
73,K4,2022-08-19 07:40:56,1
73,K5,2022-08-19 07:41:56,1
73,K4,2022-08-19 07:42:56,1
73,K5,2022-08-19 07:43:56,1
73,K4,2022-08-19 07:44:56,1
73,K5,2022-08-19 07:45:56,1
73,K4,2022-08-19 07:46:56,1
73,K7,2022-08-19 07:47:56,1
73,K9,2022-08-19 07:48:56,1
74,K1,2022-08-19 07:49:56,1
74,K2,2022-08-19 07:50:56,1
74,K3,2022-08-19 07:51:56,1
74,K4,2022-08-19 07:52:56,1
74,K5,2022-08-19 07:53:56,1
74,K4,2022-08-19 07:54:56,1
74,K5,2022-08-19 07:55:56,1
74,K4,2022-08-19 07:56:56,1
74,K5,2022-08-19 07:57:56,1
74,K4,2022-08-19 07:58:56,1
74,K5,2022-08-19 07:59:56,1
74,K4,2022-08-19 08:00:56,1
74,K5,2022-08-19 08:01:56,1
74,K4,2022-08-19 08:02:56,1
74,K7,2022-08-19 08:03:56,1
74,K8,2022-08-19 08:04:56,1
75,K1,2022-08-19 08:05:56,1
75,K6,2022-08-19 08:06:56,1
75,K8,2022-08-19 08:07:56,1
76,K1,2022-08-19 08:08:56,1
76,K6,2022-08-19 08:09:56,1
76,K9,2022-08-19 08:10:56,1
77,K1,2022-08-19 08:11:56,1
77,K6,2022-08-19 08:12:56,1
77,K8,2022-08-19 08:13:56,1
78,K1,2022-08-19 08:14:56,1
78,K2,2022-08-19 08:15:56,1
78,K4,2022-08-19 08:16:56,1
78,K5,2022-08-19 08:17:56,1
78,K4,2022-08-19 08:18:56,1
78,K5,2022-08-19 08:19:56,1
78,K4,2022-08-19 08:20:56,1
78,K5,2022-08-19 08:21:56,1
78,K4,2022-08-19 08:22:56,1
78,K5,2022-08-19 08:23:56,1
78,K4,2022-08-19 08:24:56,1
78,K5,2022-08-19 08:25:56,1
78,K4,2022-08-19 08:26:56,1
78,K5,2022-08-19 08:27:56,1
78,K3,2022-08-19 08:28:56,1
78,K4,2022-08-19 08:29:56,1
78,K7,2022-08-19 08:30:56,1
78,K8,2022-08-19 08:31:56,1
79,K1,2022-08-19 08:32:56,1
79,K2,2022-08-19 08:33:56,1
79,K4,2022-08-19 08:34:56,1
79,K5,2022-08-19 08:35:56,1
79,K4,2022-08-19 08:36:56,1
79,K5,2022-08-19 08:37:56,1
79,K3,2022-08-19 08:38:56,1
79,K4,2022-08-19 08:39:56,1
79,K5,2022-08-19 08:40:56,1
79,K4,2022-08-19 08:41:56,1
79,K7,2022-08-19 08:42:56,1
79,K8,2022-08-19 08:43:56,1
80,K1,2022-08-19 08:44:56,1
80,K6,2022-08-19 08:45:56,1
80,K8,2022-08-19 08:46:56,1
81,K1,2022-08-19 08:47:56,1
81,K6,2022-08-19 08:48:56,1
81,K8,2022-08-19 08:49:56,1
82,K1,2022-08-19 08:50:56,1
82,K6,2022-08-19 08:51:56,1
82,K8,2022-08-19 08:52:56,1
83,K1,2022-08-19 08:53:56,1
83,K2,2022-08-19 08:54:56,1
83,K4,2022-08-19 08:55:56,1
83,K5,2022-08-19 08:56:56,1
83,K4,2022-08-19 08:57:56,1
83,K5,2022-08-19 08:58:56,1
83,K4,2022-08-19 08:59:56,1
83,K5,2022-08-19 09:00:56,1
83,K4,2022-08-19 09:01:56,1
83,K5,2022-08-19 09:02:56,1
83,K4,2022-08-19 09:03:56,1
83,K3,2022-08-19 09:04:56,1
83,K5,2022-08-19 09:05:56,1
83,K4,2022-08-19 09:06:56,1
83,K5,2022-08-19 09:07:56,1
83,K4,2022-08-19 09:08:56,1
83,K7,2022-08-19 09:09:56,1
83,K8,2022-08-19 09:10:56,1
84,K1,2022-08-19 09:11:56,1
84,K6,2022-08-19 09:12:56,1
84,K8,2022-08-19 09:13:56,1
85,K1,2022-08-19 09:14:56,1
85,K6,2022-08-19 09:15:56,1
85,K9,2022-08-19 09:16:56,1
86,K1,2022-08-19 09:17:56,1
86,K6,2022-08-19 09:18:56,1
86,K9,2022-08-19 09:19:56,1
87,K1,2022-08-19 09:20:56,1
87,K6,2022-08-19 09:21:56,1
87,K8,2022-08-19 09:22:56,1
88,K1,2022-08-19 09:23:56,1
88,K2,2022-08-19 09:24:56,1
88,K3,2022-08-19 09:25:56,1
88,K4,2022-08-19 09:26:56,1
88,K5,2022-08-19 09:27:56,1
88,K4,2022-08-19 09:28:56,1
88,K5,2022-08-19 09:29:56,1
88,K4,2022-08-19 09:30:56,1
88,K5,2022-08-19 09:31:56,1
88,K4,2022-08-19 09:32:56,1
88,K7,2022-08-19 09:33:56,1
88,K9,2022-08-19 09:34:56,1
89,K1,2022-08-19 09:35:56,1
89,K2,2022-08-19 09:36:56,1
89,K3,2022-08-19 09:37:56,1
89,K4,2022-08-19 09:38:56,1
89,K5,2022-08-19 09:39:56,1
89,K4,2022-08-19 09:40:56,1
89,K7,2022-08-19 09:41:56,1
89,K9,2022-08-19 09:42:56,1
90,K1,2022-08-19 09:43:56,1
90,K6,2022-08-19 09:44:56,1
90,K8,2022-08-19 09:45:56,1
91,K1,2022-08-19 09:46:56,1
91,K2,2022-08-19 09:47:56,1
91,K4,2022-08-19 09:48:56,1
91,K5,2022-08-19 09:49:56,1
91,K4,2022-08-19 09:50:56,1
91,K5,2022-08-19 09:51:56,1
91,K4,2022-08-19 09:52:56,1
91,K5,2022-08-19 09:53:56,1
91,K4,2022-08-19 09:54:56,1
91,K5,2022-08-19 09:55:56,1
91,K4,2022-08-19 09:56:56,1
91,K5,2022-08-19 09:57:56,1
91,K4,2022-08-19 09:58:56,1
91,K5,2022-08-19 09:59:56,1
91,K4,2022-08-19 10:00:56,1
91,K3,2022-08-19 10:01:56,1
91,K7,2022-08-19 10:02:56,1
91,K9,2022-08-19 10:03:56,1
92,K1,2022-08-19 10:04:56,1
92,K6,2022-08-19 10:05:56,1
92,K9,2022-08-19 10:06:56,1
93,K1,2022-08-19 10:07:56,1
93,K2,2022-08-19 10:08:56,1
93,K4,2022-08-19 10:09:56,1
93,K5,2022-08-19 10:10:56,1
93,K4,2022-08-19 10:11:56,1
93,K5,2022-08-19 10:12:56,1
93,K4,2022-08-19 10:13:56,1
93,K5,2022-08-19 10:14:56,1
93,K3,2022-08-19 10:15:56,1
93,K4,2022-08-19 10:16:56,1
93,K5,2022-08-19 10:17:56,1
93,K4,2022-08-19 10:18:56,1
93,K7,2022-08-19 10:19:56,1
93,K9,2022-08-19 10:20:56,1
94,K1,2022-08-19 10:21:56,1
94,K2,2022-08-19 10:22:56,1
94,K4,2022-08-19 10:23:56,1
94,K5,2022-08-19 10:24:56,1
94,K4,2022-08-19 10:25:56,1
94,K3,2022-08-19 10:26:56,1
94,K5,2022-08-19 10:27:56,1
94,K4,2022-08-19 10:28:56,1
94,K7,2022-08-19 10:29:56,1
94,K9,2022-08-19 10:30:56,1
95,K1,2022-08-19 10:31:56,1
95,K2,2022-08-19 10:32:56,1
95,K4,2022-08-19 10:33:56,1
95,K3,2022-08-19 10:34:56,1
95,K5,2022-08-19 10:35:56,1
95,K4,2022-08-19 10:36:56,1
95,K5,2022-08-19 10:37:56,1
95,K4,2022-08-19 10:38:56,1
95,K5,2022-08-19 10:39:56,1
95,K4,2022-08-19 10:40:56,1
95,K5,2022-08-19 10:41:56,1
95,K4,2022-08-19 10:42:56,1
